0.6585539307628561 0.8834795020077678 0
0.2903003879818058 0.3561496301470267 1
0.29597421803142043 0.38174257442823245 2
0.7102315604525337 0.9525078251999473 3
0.26828949153981874 0.4046310071678838 4
0.21241873729502903 0.7822308407075379 5
0.4429257019954955 0.32867770029769283 6
0.6919806097022213 0.43699234146833943 7
0.49912210230673415 0.28940673220728896 8
0.6332286516037711 0.7442191717041083 9
0.6872527282425165 0.596271259681636 10
0.8516527439210946 0.2532617829201079 11
0.8880819570400926 0.3977441080666184 12
0.03727681521486492 0.671934245693423 13
0.7545197828239869 0.3780345095591371 14
0.6498237635473135 0.41650044107318673 15
0.3872385817281192 0.20086489923424256 16
0.18837802207557663 0.3203955100514966 17
0.6597613099340981 0.7716801382609486 18
0.6390699197851792 0.7732670013366912 19
